"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Duration","Growth Habit","Native Status","State Noxious Status","State Noxious Common Name","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"ARGL","","Arabis glabra","tower rockcress","Dicot","Annual, Perennial, Biennial","Forb/herb","L48(N)AK(I)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARHI","","Arabis hirsuta","hairy rockcress","Dicot","Annual, Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(NI)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARHIG","","Arabis hirsuta var. glabrata","mountain rockcress","Dicot","Annual, Perennial, Biennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARHIP","","Arabis hirsuta var. pycnocarpa","creamflower rockcress","Dicot","Annual, Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARHO2","","Arabis holboellii","Holboell's rockcress","Dicot","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)","","","Yes","Spring and Summer","","None","Medium","No","No","No","Purple","Yes","Green","Porous","Porous","Medium","Brown","No","Single Crown","Moderate","","2.0","No","No","Short","No","None","No","Erect","None","Yes","Yes","No","None","Medium","No","Medium","Medium","Low","60","None","Medium","5.4","7.4","","","14","60","6","None","Intermediate","-33","Mid Spring","No Known Source","High","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No","5000000","Moderate","Medium","No","None","No","No","No","","No","No","No","","","No","No","","No","No"
"ARHOC","","Arabis holboellii var. collinsii","Collins' rockcress","Dicot","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARHOP2","","Arabis holboellii var. pendulocarpa","dropseed rockcress","Dicot","Biennial, Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARHOP3","","Arabis holboellii var. pinetorum","Holboell's rockcress","Dicot","Perennial, Biennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARHOR","","Arabis holboellii var. retrofracta","second rockcress","Dicot","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARKA6","","Arabis kamchatica","Kamchatka rockcress","Dicot","Biennial, Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARLE","","Arabis lemmonii","Lemmon's rockcress","Dicot","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARLEL","","Arabis lemmonii var. lemmonii","Lemmon's rockcress","Dicot","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARLEP","","Arabis lemmonii var. paddoensis","Paddo rockcress","Dicot","Perennial","Forb/herb, Subshrub","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARLY","","Arabis lyallii","Lyall's rockcress","Dicot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARLYL","","Arabis lyallii var. lyallii","Lyall's rockcress","Dicot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARMI","","Arabis microphylla","littleleaf rockcress","Dicot","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARMIM2","","Arabis microphylla var. microphylla","littleleaf rockcress","Dicot","Perennial","Subshrub, Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARMIT","","Arabis microphylla var. thompsonii","Thompson's rockcress","Dicot","Perennial","Forb/herb, Subshrub","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARMU6","","Arabis murrayi","Murray's rockcress","Dicot","Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARNU","","Arabis nuttallii","Nuttall's rockcress","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARPU","","Arabis puberula","silver rockcress","Dicot","Biennial, Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARSP","","Arabis sparsiflora","sicklepod rockcress","Dicot","Biennial, Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARSPA2","","Arabis sparsiflora var. atrorubens","elegant rockcress","Dicot","Perennial, Biennial","Forb/herb, Subshrub","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARSPC2","","Arabis sparsiflora var. columbiana","Columbian rockcress","Dicot","Perennial, Biennial","Forb/herb, Subshrub","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARSPS2","","Arabis sparsiflora var. sparsiflora","sicklepod rockcress","Dicot","Perennial, Biennial","Forb/herb, Subshrub","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARSPS","","Arabis sparsiflora var. subvillosa","hairystem rockcress","Dicot","Biennial, Perennial","Subshrub, Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARALI","","Aralia","spikenard","Dicot","","","L48(I,N)CAN(I,N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AREL8","","Aralia elata","Japanese angelica tree","Dicot","Perennial","Tree","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARNU2","","Aralia nudicaulis","wild sarsaparilla","Dicot","Perennial","Subshrub, Forb/herb","L48(N)CAN(N)SPM(N)","","","Yes","Spring and Summer","Slow","None","Medium","No","No","No","White","Yes","Dark Green","Porous","Porous","Coarse","Black","Yes","Rhizomatous","Moderate","","1.5","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","None","Medium","Yes","Medium","Medium","Medium","85","None","Medium","5.0","7.2","4800","11000","32","50","10","None","Tolerant","-38","Late Spring","No Known Source","High","Summer","Summer","Yes","No","No","Yes","No","No","No","No","Yes","No","99000","Slow","Medium","No","Moderate","No","No","No","","No","No","No","Low","Low","No","No","Low","No","No"
"ARBUT","","Arbutus","madrone","Dicot","","","L48(I,N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARME","","Arbutus menziesii","Pacific madrone","Dicot","Perennial","Tree","L48(N)CAN(N)","","","Yes","Spring and Summer","","None","High","Yes","Yes","No","White","Yes","Green","Dense","Dense","Coarse","Red","No","Single Stem","Slow","25","80","No","Yes","Long","No","None","Yes","Rounded","None","Yes","Yes","No","None","Low","Yes","High","Low","Medium","200","None","Low","4.5","7.4","170","300","15","163","24","None","Intermediate","13","Mid Spring","Routinely Available","Medium","Summer","Fall","No","Yes","No","Yes","No","No","Yes","No","No","No","569890","Slow","Low","No","None","No","No","No","High","Yes","No","Yes","Medium","Low","No","No","","No","Yes"
"ARUN4","","Arbutus unedo","strawberry tree","Dicot","Perennial","Tree, Shrub","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARCEU","","Arceuthobium","dwarf mistletoe","Dicot","","","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARAB4","","Arceuthobium abietinum","fir dwarf mistletoe","Dicot","Perennial","Shrub, Subshrub","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARABA","","Arceuthobium abietinum ssp. abietinum","fir dwarf mistletoe","Dicot","Perennial","Subshrub, Shrub","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
